State,District,Crop,historical_records
Chhattisgarh,RAIGARH,Bajra,40
Chhattisgarh,RAIGARH,Castor seed,2
Chhattisgarh,RAIGARH,Coriander,17
Chhattisgarh,RAIGARH,Dry chillies,20
Chhattisgarh,RAIGARH,Garlic,19
Chhattisgarh,RAIGARH,Ginger,20
Chhattisgarh,RAIGARH,Gram,20
Chhattisgarh,RAIGARH,Groundnut,20
Chhattisgarh,RAIGARH,Horse-gram,32
Chhattisgarh,RAIGARH,Jowar,19
Chhattisgarh,RAIGARH,Khesari,20
Chhattisgarh,RAIGARH,Linseed,19
Chhattisgarh,RAIGARH,Maize,20
Chhattisgarh,RAIGARH,Masoor,20
Chhattisgarh,RAIGARH,Mesta,20
Chhattisgarh,RAIGARH,Moong(Green Gram),40
Chhattisgarh,RAIGARH,Niger seed,20
Chhattisgarh,RAIGARH,Onion,17
Chhattisgarh,RAIGARH,Other  Rabi pulses,19
Chhattisgarh,RAIGARH,Other Kharif pulses,20
Chhattisgarh,RAIGARH,Peas & beans (Pulses),20
Chhattisgarh,RAIGARH,Potato,22
Chhattisgarh,RAIGARH,Ragi,5
Chhattisgarh,RAIGARH,Rapeseed &Mustard,20
Chhattisgarh,RAIGARH,Rice,20
Chhattisgarh,RAIGARH,Safflower,18
Chhattisgarh,RAIGARH,Sannhamp,20
Chhattisgarh,RAIGARH,Sesamum,20
Chhattisgarh,RAIGARH,Small millets,20
Chhattisgarh,RAIGARH,Soyabean,16
Chhattisgarh,RAIGARH,Sugarcane,19
Chhattisgarh,RAIGARH,Sunflower,15
Chhattisgarh,RAIGARH,Sweet potato,20
Chhattisgarh,RAIGARH,Tobacco,1
Chhattisgarh,RAIGARH,Turmeric,20
Chhattisgarh,RAIGARH,Urad,40
Chhattisgarh,RAIGARH,Wheat,20
Chhattisgarh,RAIPUR,Arhar/Tur,20
Chhattisgarh,RAIPUR,Bajra,25
Chhattisgarh,RAIPUR,Barley,1
Chhattisgarh,RAIPUR,Castor seed,11
Chhattisgarh,RAIPUR,Coriander,20
Chhattisgarh,RAIPUR,Cotton(lint),11
Chhattisgarh,RAIPUR,Dry chillies,20
Chhattisgarh,RAIPUR,Garlic,12
Chhattisgarh,RAIPUR,Ginger,19
Chhattisgarh,RAIPUR,Gram,20
Chhattisgarh,RAIPUR,Groundnut,20
Chhattisgarh,RAIPUR,Horse-gram,19
Chhattisgarh,RAIPUR,Jowar,11
Chhattisgarh,RAIPUR,Khesari,20
Chhattisgarh,RAIPUR,Linseed,19
Chhattisgarh,RAIPUR,Maize,20
Chhattisgarh,RAIPUR,Masoor,20
Chhattisgarh,RAIPUR,Mesta,13
Chhattisgarh,RAIPUR,Moong(Green Gram),40
Chhattisgarh,RAIPUR,Niger seed,11
Chhattisgarh,RAIPUR,Onion,20
Chhattisgarh,RAIPUR,Other  Rabi pulses,14
Chhattisgarh,RAIPUR,Other Kharif pulses,15
Chhattisgarh,RAIPUR,Peas & beans (Pulses),20
Chhattisgarh,RAIPUR,Potato,24
Chhattisgarh,RAIPUR,Ragi,9
Chhattisgarh,RAIPUR,Rapeseed &Mustard,20
Chhattisgarh,RAIPUR,Rice,20
Chhattisgarh,RAIPUR,Safflower,20
Chhattisgarh,RAIPUR,Sannhamp,18
Chhattisgarh,RAIPUR,Sesamum,20
Chhattisgarh,RAIPUR,Small millets,17
Chhattisgarh,RAIPUR,Soyabean,20
Chhattisgarh,RAIPUR,Sugarcane,19
Chhattisgarh,RAIPUR,Sunflower,15
Chhattisgarh,RAIPUR,Sweet potato,19
Chhattisgarh,RAIPUR,Turmeric,19
Chhattisgarh,RAIPUR,Urad,40
Chhattisgarh,RAIPUR,Wheat,20
Chhattisgarh,RAJNANDGAON,Arhar/Tur,20
Chhattisgarh,RAJNANDGAON,Bajra,29
Chhattisgarh,RAJNANDGAON,Barley,18
Chhattisgarh,RAJNANDGAON,Castor seed,4
Chhattisgarh,RAJNANDGAON,Coriander,20
Chhattisgarh,RAJNANDGAON,Cotton(lint),9
Chhattisgarh,RAJNANDGAON,Dry chillies,19
Chhattisgarh,RAJNANDGAON,Garlic,17
Chhattisgarh,RAJNANDGAON,Ginger,20
Chhattisgarh,RAJNANDGAON,Gram,20
Chhattisgarh,RAJNANDGAON,Groundnut,13
Chhattisgarh,RAJNANDGAON,Horse-gram,37
Chhattisgarh,RAJNANDGAON,Jowar,20
Chhattisgarh,RAJNANDGAON,Khesari,20
Chhattisgarh,RAJNANDGAON,Linseed,19
Chhattisgarh,RAJNANDGAON,Maize,20
Chhattisgarh,RAJNANDGAON,Masoor,20
Chhattisgarh,RAJNANDGAON,Mesta,19
Chhattisgarh,RAJNANDGAON,Moong(Green Gram),40
Chhattisgarh,RAJNANDGAON,Niger seed,14
Chhattisgarh,RAJNANDGAON,Onion,20
Chhattisgarh,RAJNANDGAON,Other  Rabi pulses,20
Chhattisgarh,RAJNANDGAON,Other Kharif pulses,20
Chhattisgarh,RAJNANDGAON,Peas & beans (Pulses),20
Chhattisgarh,RAJNANDGAON,Potato,28
Chhattisgarh,RAJNANDGAON,Ragi,18
Chhattisgarh,RAJNANDGAON,Rapeseed &Mustard,20
Chhattisgarh,RAJNANDGAON,Rice,20
Chhattisgarh,RAJNANDGAON,Safflower,20
Chhattisgarh,RAJNANDGAON,Sannhamp,15
Chhattisgarh,RAJNANDGAON,Sesamum,20
Chhattisgarh,RAJNANDGAON,Small millets,20
Chhattisgarh,RAJNANDGAON,Soyabean,20
Chhattisgarh,RAJNANDGAON,Sugarcane,20
Chhattisgarh,RAJNANDGAON,Sunflower,17
Chhattisgarh,RAJNANDGAON,Sweet potato,20
Chhattisgarh,RAJNANDGAON,Turmeric,19
Chhattisgarh,RAJNANDGAON,Urad,40
Chhattisgarh,RAJNANDGAON,Wheat,20
Chhattisgarh,SUKMA,Arhar/Tur,9
Chhattisgarh,SUKMA,Bajra,9
Chhattisgarh,SUKMA,Barley,1
Chhattisgarh,SUKMA,Coriander,6
Chhattisgarh,SUKMA,Dry chillies,9
Chhattisgarh,SUKMA,Garlic,2
Chhattisgarh,SUKMA,Ginger,4
Chhattisgarh,SUKMA,Gram,3
Chhattisgarh,SUKMA,Groundnut,8
Chhattisgarh,SUKMA,Horse-gram,18
Chhattisgarh,SUKMA,Jowar,9
Chhattisgarh,SUKMA,Maize,9
Chhattisgarh,SUKMA,Mesta,8
Chhattisgarh,SUKMA,Moong(Green Gram),18
Chhattisgarh,SUKMA,Niger seed,9
Chhattisgarh,SUKMA,Other  Rabi pulses,5
Chhattisgarh,SUKMA,Other Kharif pulses,9
Chhattisgarh,SUKMA,Peas & beans (Pulses),1
Chhattisgarh,SUKMA,Ragi,8
Chhattisgarh,SUKMA,Rapeseed &Mustard,9
Chhattisgarh,SUKMA,Rice,9
Chhattisgarh,SUKMA,Sannhamp,2
Chhattisgarh,SUKMA,Sesamum,9
Chhattisgarh,SUKMA,Small millets,9
Chhattisgarh,SUKMA,Soyabean,3
Chhattisgarh,SUKMA,Sugarcane,5
Chhattisgarh,SUKMA,Sunflower,2
Chhattisgarh,SUKMA,Sweet potato,9
Chhattisgarh,SUKMA,Turmeric,9
Chhattisgarh,SUKMA,Urad,18
Chhattisgarh,SUKMA,Wheat,3
Chhattisgarh,SURAJPUR,Arhar/Tur,9
Chhattisgarh,SURAJPUR,Bajra,1
Chhattisgarh,SURAJPUR,Barley,9
Chhattisgarh,SURAJPUR,Coriander,9
Chhattisgarh,SURAJPUR,Dry chillies,9
Chhattisgarh,SURAJPUR,Garlic,9
Chhattisgarh,SURAJPUR,Ginger,9
Chhattisgarh,SURAJPUR,Gram,9
Chhattisgarh,SURAJPUR,Groundnut,9
Chhattisgarh,SURAJPUR,Horse-gram,9
Chhattisgarh,SURAJPUR,Jowar,9
Chhattisgarh,SURAJPUR,Khesari,9
Chhattisgarh,SURAJPUR,Linseed,8
Chhattisgarh,SURAJPUR,Maize,9
Chhattisgarh,SURAJPUR,Masoor,9
Chhattisgarh,SURAJPUR,Mesta,9
Chhattisgarh,SURAJPUR,Moong(Green Gram),17
Chhattisgarh,SURAJPUR,Niger seed,9
Chhattisgarh,SURAJPUR,Onion,9
Chhattisgarh,SURAJPUR,Other  Rabi pulses,3
Chhattisgarh,SURAJPUR,Other Kharif pulses,9
Chhattisgarh,SURAJPUR,Peas & beans (Pulses),9
Chhattisgarh,SURAJPUR,Potato,10
Chhattisgarh,SURAJPUR,Ragi,9
Chhattisgarh,SURAJPUR,Rapeseed &Mustard,9
Chhattisgarh,SURAJPUR,Rice,9
Chhattisgarh,SURAJPUR,Sannhamp,9
Chhattisgarh,SURAJPUR,Sesamum,9
Chhattisgarh,SURAJPUR,Small millets,9
Chhattisgarh,SURAJPUR,Soyabean,8
Chhattisgarh,SURAJPUR,Sugarcane,9
Chhattisgarh,SURAJPUR,Sunflower,7
Chhattisgarh,SURAJPUR,Sweet potato,9
Chhattisgarh,SURAJPUR,Tobacco,8
Chhattisgarh,SURAJPUR,Turmeric,9
Chhattisgarh,SURAJPUR,Urad,13
Chhattisgarh,SURAJPUR,Wheat,9
Chhattisgarh,SURGUJA,Arhar/Tur,20
Chhattisgarh,SURGUJA,Bajra,22
Chhattisgarh,SURGUJA,Barley,20
Chhattisgarh,SURGUJA,Castor seed,1
Chhattisgarh,SURGUJA,Coriander,20
Chhattisgarh,SURGUJA,Cotton(lint),8
Chhattisgarh,SURGUJA,Dry chillies,20
Chhattisgarh,SURGUJA,Garlic,20
Chhattisgarh,SURGUJA,Ginger,20
Chhattisgarh,SURGUJA,Gram,20
Chhattisgarh,SURGUJA,Groundnut,20
Chhattisgarh,SURGUJA,Horse-gram,20
Chhattisgarh,SURGUJA,Jowar,20
Chhattisgarh,SURGUJA,Khesari,18
Chhattisgarh,SURGUJA,Linseed,19
Chhattisgarh,SURGUJA,Maize,20
Chhattisgarh,SURGUJA,Masoor,20
Chhattisgarh,SURGUJA,Mesta,20
Chhattisgarh,SURGUJA,Moong(Green Gram),28
Chhattisgarh,SURGUJA,Niger seed,20
Chhattisgarh,SURGUJA,Onion,20
Chhattisgarh,SURGUJA,Other  Rabi pulses,1
Chhattisgarh,SURGUJA,Other Kharif pulses,13
Chhattisgarh,SURGUJA,Peas & beans (Pulses),20
Chhattisgarh,SURGUJA,Potato,32
Chhattisgarh,SURGUJA,Ragi,17
Chhattisgarh,SURGUJA,Rapeseed &Mustard,20
Chhattisgarh,SURGUJA,Rice,20
Chhattisgarh,SURGUJA,Safflower,1
Chhattisgarh,SURGUJA,Sannhamp,20
Chhattisgarh,SURGUJA,Sesamum,20
Chhattisgarh,SURGUJA,Small millets,20
Chhattisgarh,SURGUJA,Soyabean,19
Chhattisgarh,SURGUJA,Sugarcane,20
Chhattisgarh,SURGUJA,Sunflower,19
Chhattisgarh,SURGUJA,Sweet potato,20
Chhattisgarh,SURGUJA,Tobacco,18
Chhattisgarh,SURGUJA,Turmeric,20
Chhattisgarh,SURGUJA,Urad,21
Chhattisgarh,SURGUJA,Wheat,20
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Arhar/Tur,27
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Banana,9
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Coconut,9
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Coriander,1
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Cowpea(Lobia),3
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Gram,18
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Groundnut,14
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Jowar,22
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Maize,24
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Niger seed,25
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Other  Rabi pulses,18
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Other Kharif pulses,10
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Ragi,22
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Rapeseed &Mustard,10
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Rice,41
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Sannhamp,13
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Sesamum,9
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Small millets,19
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Sugarcane,17
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Sunflower,2
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Urad,12
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Wheat,21
Dadra and Nagar Haveli,DAMAN,Rice,1
Dadra and Nagar Haveli,DIU,Bajra,1
Daman and Diu,DAMAN,Rice,21
Daman and Diu,DIU,Bajra,21
Delhi,DELHI_TOTAL,Arhar/Tur,4
Delhi,DELHI_TOTAL,Bajra,22
Delhi,DELHI_TOTAL,Barley,22
Delhi,DELHI_TOTAL,Cotton(lint),5
Delhi,DELHI_TOTAL,Gram,22
Delhi,DELHI_TOTAL,Jowar,22
Delhi,DELHI_TOTAL,Maize,22
Delhi,DELHI_TOTAL,Other Kharif pulses,7
Delhi,DELHI_TOTAL,Potato,16
Delhi,DELHI_TOTAL,Rapeseed &Mustard,1
Delhi,DELHI_TOTAL,Rice,22
Delhi,DELHI_TOTAL,Sugarcane,16
Delhi,DELHI_TOTAL,Wheat,22
Goa,NORTH GOA,Arecanut,13
Goa,NORTH GOA,Banana,13
Goa,NORTH GOA,Black pepper,17
Goa,NORTH GOA,Cashewnut,17
Goa,NORTH GOA,Coconut,17
Goa,NORTH GOA,Groundnut,42
Goa,NORTH GOA,Other  Rabi pulses,19
Goa,NORTH GOA,Other Kharif pulses,18
Goa,NORTH GOA,Ragi,18
Goa,NORTH GOA,Rice,40
Goa,NORTH GOA,Sugarcane,22
Goa,NORTH GOA,Sweet potato,4
Goa,NORTH GOA,other oilseeds,3
Goa,SOUTH GOA,Arecanut,7
Goa,SOUTH GOA,Banana,7
Goa,SOUTH GOA,Black pepper,11
Goa,SOUTH GOA,Cashewnut,11
Goa,SOUTH GOA,Coconut,11
Goa,SOUTH GOA,Groundnut,11
Goa,SOUTH GOA,Other  Rabi pulses,13
Goa,SOUTH GOA,Other Kharif pulses,13
Goa,SOUTH GOA,Ragi,12
Goa,SOUTH GOA,Rice,30
Goa,SOUTH GOA,Sugarcane,16
Goa,SOUTH GOA,Sweet potato,4
Goa,SOUTH GOA,other oilseeds,3
Gujarat,AHMADABAD,Arhar/Tur,23
Gujarat,AHMADABAD,Bajra,46
Gujarat,AHMADABAD,Banana,8
Gujarat,AHMADABAD,Castor seed,23
Gujarat,AHMADABAD,Cotton(lint),23
Gujarat,AHMADABAD,Dry chillies,10
Gujarat,AHMADABAD,Garlic,3
Gujarat,AHMADABAD,Gram,23
Gujarat,AHMADABAD,Groundnut,34
Gujarat,AHMADABAD,Guar seed,20
Gujarat,AHMADABAD,Jowar,19
Gujarat,AHMADABAD,Maize,15
Gujarat,AHMADABAD,Moong(Green Gram),33
Gujarat,AHMADABAD,Moth,22
Gujarat,AHMADABAD,Oilseeds total,1
Gujarat,AHMADABAD,Onion,10
Gujarat,AHMADABAD,Other  Rabi pulses,2
Gujarat,AHMADABAD,Other Cereals,7
Gujarat,AHMADABAD,Other Kharif pulses,22
Gujarat,AHMADABAD,Potato,11
Gujarat,AHMADABAD,Rapeseed &Mustard,23
Gujarat,AHMADABAD,Rice,39
Gujarat,AHMADABAD,Sesamum,29
Gujarat,AHMADABAD,Small millets,3
Gujarat,AHMADABAD,Soyabean,3
Gujarat,AHMADABAD,Sugarcane,13
Gujarat,AHMADABAD,Tobacco,24
Gujarat,AHMADABAD,Urad,23
Gujarat,AHMADABAD,Wheat,23
Gujarat,AHMADABAD,other oilseeds,2
Gujarat,AMRELI,Arhar/Tur,23
Gujarat,AMRELI,Bajra,46
Gujarat,AMRELI,Banana,2
Gujarat,AMRELI,Castor seed,23
Gujarat,AMRELI,Cotton(lint),23
Gujarat,AMRELI,Dry chillies,17
Gujarat,AMRELI,Garlic,23
Gujarat,AMRELI,Gram,22
Gujarat,AMRELI,Groundnut,46
Gujarat,AMRELI,Guar seed,9
Gujarat,AMRELI,Jowar,20
Gujarat,AMRELI,Maize,21
Gujarat,AMRELI,Moong(Green Gram),33
Gujarat,AMRELI,Moth,18
Gujarat,AMRELI,Oilseeds total,1
Gujarat,AMRELI,Onion,29
Gujarat,AMRELI,Other  Rabi pulses,5
Gujarat,AMRELI,Other Cereals,6
Gujarat,AMRELI,Other Kharif pulses,13
Gujarat,AMRELI,Potato,1
Gujarat,AMRELI,Rapeseed &Mustard,17
Gujarat,AMRELI,Rice,3
Gujarat,AMRELI,Sesamum,33
Gujarat,AMRELI,Small millets,6
Gujarat,AMRELI,Soyabean,2
Gujarat,AMRELI,Sugarcane,20
Gujarat,AMRELI,Tobacco,2
Gujarat,AMRELI,Urad,25
Gujarat,AMRELI,Wheat,23
Gujarat,AMRELI,other oilseeds,1
Gujarat,ANAND,Arhar/Tur,17
Gujarat,ANAND,Bajra,34
Gujarat,ANAND,Banana,17
Gujarat,ANAND,Castor seed,17
Gujarat,ANAND,Cotton(lint),17
Gujarat,ANAND,Dry chillies,17
Gujarat,ANAND,Garlic,14
Gujarat,ANAND,Gram,17
Gujarat,ANAND,Groundnut,19
Gujarat,ANAND,Guar seed,9
Gujarat,ANAND,Jowar,9
Gujarat,ANAND,Maize,21
Gujarat,ANAND,Moong(Green Gram),25
Gujarat,ANAND,Moth,5
Gujarat,ANAND,Onion,15
Gujarat,ANAND,Other  Rabi pulses,6
Gujarat,ANAND,Other Cereals,11
Gujarat,ANAND,Other Kharif pulses,4
Gujarat,ANAND,Potato,17
Gujarat,ANAND,Rapeseed &Mustard,17
Gujarat,ANAND,Rice,34
Gujarat,ANAND,Sesamum,21
Gujarat,ANAND,Small millets,4
Gujarat,ANAND,Soyabean,5
Gujarat,ANAND,Sugarcane,1
Gujarat,ANAND,Tobacco,27
Gujarat,ANAND,Urad,7
Gujarat,ANAND,Wheat,17
Gujarat,ANAND,other oilseeds,2
Gujarat,ARAVALLI,Arhar/Tur,6
Gujarat,ARAVALLI,Bajra,12
Gujarat,ARAVALLI,Castor seed,6
Gujarat,ARAVALLI,Cotton(lint),6
Gujarat,ARAVALLI,Garlic,6
Gujarat,ARAVALLI,Gram,6
Gujarat,ARAVALLI,Groundnut,12
Gujarat,ARAVALLI,Guar seed,6
Gujarat,ARAVALLI,Jowar,6
Gujarat,ARAVALLI,Maize,18
Gujarat,ARAVALLI,Moong(Green Gram),12
Gujarat,ARAVALLI,Moth,3
Gujarat,ARAVALLI,Onion,6
Gujarat,ARAVALLI,Other  Rabi pulses,2
Gujarat,ARAVALLI,Other Kharif pulses,3
Gujarat,ARAVALLI,Potato,6
Gujarat,ARAVALLI,Rapeseed &Mustard,6
Gujarat,ARAVALLI,Rice,7
Gujarat,ARAVALLI,Sesamum,12
Gujarat,ARAVALLI,Small millets,2
Gujarat,ARAVALLI,Soyabean,6
Gujarat,ARAVALLI,Tobacco,3
Gujarat,ARAVALLI,Urad,10
Gujarat,ARAVALLI,Wheat,6
Gujarat,BANAS KANTHA,Arhar/Tur,23
Gujarat,BANAS KANTHA,Bajra,46
Gujarat,BANAS KANTHA,Banana,1
Gujarat,BANAS KANTHA,Castor seed,23
Gujarat,BANAS KANTHA,Cotton(lint),23
Gujarat,BANAS KANTHA,Dry chillies,21
Gujarat,BANAS KANTHA,Garlic,13
Gujarat,BANAS KANTHA,Gram,22
Gujarat,BANAS KANTHA,Groundnut,46
Gujarat,BANAS KANTHA,Guar seed,20
Gujarat,BANAS KANTHA,Jowar,24
Gujarat,BANAS KANTHA,Maize,33
Gujarat,BANAS KANTHA,Moong(Green Gram),33
Gujarat,BANAS KANTHA,Moth,22
Gujarat,BANAS KANTHA,Oilseeds total,1
Gujarat,BANAS KANTHA,Onion,19
Gujarat,BANAS KANTHA,Other  Rabi pulses,5
Gujarat,BANAS KANTHA,Other Cereals,25
Gujarat,BANAS KANTHA,Other Kharif pulses,21
Gujarat,BANAS KANTHA,Potato,23
Gujarat,BANAS KANTHA,Ragi,1
Gujarat,BANAS KANTHA,Rapeseed &Mustard,23
Gujarat,BANAS KANTHA,Rice,1
Gujarat,BANAS KANTHA,Sesamum,25
Gujarat,BANAS KANTHA,Small millets,13
Gujarat,BANAS KANTHA,Sugarcane,4
Gujarat,BANAS KANTHA,Tobacco,23
Gujarat,BANAS KANTHA,Urad,23
Gujarat,BANAS KANTHA,Wheat,23
Gujarat,BANAS KANTHA,other oilseeds,1
Gujarat,BHARUCH,Arhar/Tur,23
Gujarat,BHARUCH,Bajra,42
Gujarat,BHARUCH,Banana,22
Gujarat,BHARUCH,Castor seed,23
Gujarat,BHARUCH,Cotton(lint),23
Gujarat,BHARUCH,Dry chillies,9
Gujarat,BHARUCH,Garlic,1
Gujarat,BHARUCH,Gram,23
Gujarat,BHARUCH,Groundnut,45
Gujarat,BHARUCH,Guar seed,5
Gujarat,BHARUCH,Jowar,46
Gujarat,BHARUCH,Maize,30
Gujarat,BHARUCH,Moong(Green Gram),32
Gujarat,BHARUCH,Moth,21
Gujarat,BHARUCH,Oilseeds total,1
Gujarat,BHARUCH,Onion,9
Gujarat,BHARUCH,Other  Rabi pulses,20
Gujarat,BHARUCH,Other Cereals,10
Gujarat,BHARUCH,Other Kharif pulses,20
Gujarat,BHARUCH,Ragi,1
Gujarat,BHARUCH,Rapeseed &Mustard,18
Gujarat,BHARUCH,Rice,42
Gujarat,BHARUCH,Sesamum,25
Gujarat,BHARUCH,Small millets,4
Gujarat,BHARUCH,Soyabean,4
Gujarat,BHARUCH,Sugarcane,23
Gujarat,BHARUCH,Tobacco,4
Gujarat,BHARUCH,Urad,24
Gujarat,BHARUCH,Wheat,23
Gujarat,BHARUCH,other oilseeds,2
Gujarat,BHAVNAGAR,Arhar/Tur,23
Gujarat,BHAVNAGAR,Bajra,41
Gujarat,BHAVNAGAR,Banana,12
Gujarat,BHAVNAGAR,Castor seed,23
Gujarat,BHAVNAGAR,Cotton(lint),23
Gujarat,BHAVNAGAR,Dry chillies,13
Gujarat,BHAVNAGAR,Garlic,20
Gujarat,BHAVNAGAR,Gram,22
Gujarat,BHAVNAGAR,Groundnut,46
Gujarat,BHAVNAGAR,Guar seed,9
Gujarat,BHAVNAGAR,Jowar,24
Gujarat,BHAVNAGAR,Maize,26
Gujarat,BHAVNAGAR,Moong(Green Gram),33
Gujarat,BHAVNAGAR,Moth,23
Gujarat,BHAVNAGAR,Oilseeds total,1
Gujarat,BHAVNAGAR,Onion,32
Gujarat,BHAVNAGAR,Other  Rabi pulses,3
Gujarat,BHAVNAGAR,Other Cereals,4
Gujarat,BHAVNAGAR,Other Kharif pulses,11
Gujarat,BHAVNAGAR,Rapeseed &Mustard,20
Gujarat,BHAVNAGAR,Rice,4
Gujarat,BHAVNAGAR,Sesamum,32
Gujarat,BHAVNAGAR,Small millets,2
Gujarat,BHAVNAGAR,Sugarcane,20
Gujarat,BHAVNAGAR,Tobacco,1
Gujarat,BHAVNAGAR,Urad,27
Gujarat,BHAVNAGAR,Wheat,23
Gujarat,BHAVNAGAR,other oilseeds,1
Gujarat,BOTAD,Arhar/Tur,6
Gujarat,BOTAD,Bajra,12
Gujarat,BOTAD,Castor seed,6
Gujarat,BOTAD,Cotton(lint),6
Gujarat,BOTAD,Garlic,5
Gujarat,BOTAD,Gram,6
Gujarat,BOTAD,Groundnut,10
Gujarat,BOTAD,Guar seed,4
Gujarat,BOTAD,Maize,2
Gujarat,BOTAD,Moong(Green Gram),8
Gujarat,BOTAD,Moth,6
Gujarat,BOTAD,Onion,8
Gujarat,BOTAD,Other Cereals,2
Gujarat,BOTAD,Other Kharif pulses,2
Gujarat,BOTAD,Rapeseed &Mustard,2
Gujarat,BOTAD,Sesamum,12
Gujarat,BOTAD,Sugarcane,2
Gujarat,BOTAD,Urad,6
Gujarat,BOTAD,Wheat,6
Gujarat,CHHOTAUDEPUR,Arhar/Tur,6
Gujarat,CHHOTAUDEPUR,Bajra,4
Gujarat,CHHOTAUDEPUR,Banana,6
Gujarat,CHHOTAUDEPUR,Castor seed,6
Gujarat,CHHOTAUDEPUR,Cotton(lint),6
Gujarat,CHHOTAUDEPUR,Dry chillies,5
Gujarat,CHHOTAUDEPUR,Garlic,2
Gujarat,CHHOTAUDEPUR,Gram,6
Gujarat,CHHOTAUDEPUR,Groundnut,11
Gujarat,CHHOTAUDEPUR,Guar seed,3
Gujarat,CHHOTAUDEPUR,Jowar,12
Gujarat,CHHOTAUDEPUR,Maize,18
Gujarat,CHHOTAUDEPUR,Moong(Green Gram),12
Gujarat,CHHOTAUDEPUR,Onion,9
Gujarat,CHHOTAUDEPUR,Other  Rabi pulses,4
Gujarat,CHHOTAUDEPUR,Other Cereals,4
Gujarat,CHHOTAUDEPUR,Other Kharif pulses,4
Gujarat,CHHOTAUDEPUR,Rapeseed &Mustard,3
Gujarat,CHHOTAUDEPUR,Rice,6
Gujarat,CHHOTAUDEPUR,Sesamum,11
Gujarat,CHHOTAUDEPUR,Small millets,4
Gujarat,CHHOTAUDEPUR,Soyabean,6
Gujarat,CHHOTAUDEPUR,Urad,10
Gujarat,CHHOTAUDEPUR,Wheat,6
Gujarat,DANG,Arhar/Tur,22
Gujarat,DANG,Banana,5
Gujarat,DANG,Dry chillies,1
Gujarat,DANG,Garlic,7
Gujarat,DANG,Gram,22
Gujarat,DANG,Groundnut,44
Gujarat,DANG,Jowar,22
Gujarat,DANG,Maize,19
Gujarat,DANG,Moong(Green Gram),9
Gujarat,DANG,Oilseeds total,1
Gujarat,DANG,Onion,12
Gujarat,DANG,Other  Rabi pulses,14
Gujarat,DANG,Other Cereals,15
Gujarat,DANG,Other Kharif pulses,12
Gujarat,DANG,Ragi,23
Gujarat,DANG,Rice,23
Gujarat,DANG,Small millets,7
Gujarat,DANG,Soyabean,7
Gujarat,DANG,Sugarcane,10
Gujarat,DANG,Tobacco,1
Gujarat,DANG,Urad,23
Gujarat,DANG,Wheat,22
Gujarat,DANG,other oilseeds,2
Gujarat,DEVBHUMI DWARKA,Arhar/Tur,2
Gujarat,DEVBHUMI DWARKA,Bajra,8
Gujarat,DEVBHUMI DWARKA,Castor seed,6
Gujarat,DEVBHUMI DWARKA,Cotton(lint),6
Gujarat,DEVBHUMI DWARKA,Dry chillies,1
Gujarat,DEVBHUMI DWARKA,Garlic,5
Gujarat,DEVBHUMI DWARKA,Gram,6
Gujarat,DEVBHUMI DWARKA,Groundnut,11
Gujarat,DEVBHUMI DWARKA,Guar seed,1
Gujarat,DEVBHUMI DWARKA,Jowar,2
Gujarat,DEVBHUMI DWARKA,Maize,2
Gujarat,DEVBHUMI DWARKA,Moong(Green Gram),12
Gujarat,DEVBHUMI DWARKA,Moth,4
Gujarat,DEVBHUMI DWARKA,Onion,5
Gujarat,DEVBHUMI DWARKA,Other  Rabi pulses,1
Gujarat,DEVBHUMI DWARKA,Other Cereals,1
Gujarat,DEVBHUMI DWARKA,Other Kharif pulses,5
Gujarat,DEVBHUMI DWARKA,Potato,6
Gujarat,DEVBHUMI DWARKA,Rapeseed &Mustard,1
Gujarat,DEVBHUMI DWARKA,Sesamum,12
Gujarat,DEVBHUMI DWARKA,Soyabean,1
Gujarat,DEVBHUMI DWARKA,Urad,7
Gujarat,DEVBHUMI DWARKA,Wheat,6
Gujarat,DOHAD,Arhar/Tur,17
Gujarat,DOHAD,Bajra,8
Gujarat,DOHAD,Castor seed,16
Gujarat,DOHAD,Cotton(lint),17
Gujarat,DOHAD,Dry chillies,6
